geoid,name,race,estimate,moe
09011,New London County,Asian,10972,338
09011,New London County,Black,14219,653
09011,New London County,Latino,27762,NA
09011,New London County,Other,11743,976.32
09011,New London County,Total,268881,NA
09011,New London County,White,204185,173
0901106820,Bozrah,Asian,23,24
0901106820,Bozrah,Black,68,81
0901106820,Bozrah,Latino,23,18
0901106820,Bozrah,Other,115,76.86
0901106820,Bozrah,Total,2567,17
0901106820,Bozrah,White,2338,116
0901115910,Colchester,Asian,378,251
0901115910,Colchester,Black,248,112
0901115910,Colchester,Latino,574,244
0901115910,Colchester,Other,337,167.37
0901115910,Colchester,Total,15927,20
0901115910,Colchester,White,14390,385
0901123400,East Lyme,Asian,959,226
0901123400,East Lyme,Black,729,234
0901123400,East Lyme,Latino,1220,329
0901123400,East Lyme,Other,457,133.13
0901123400,East Lyme,Total,18766,64
0901123400,East Lyme,White,15401,405
0901129910,Franklin,Asian,8,8
0901129910,Franklin,Black,16,18
0901129910,Franklin,Latino,62,37
0901129910,Franklin,Other,33,25.46
0901129910,Franklin,Total,1842,93
0901129910,Franklin,White,1723,96
0901133900,Griswold,Asian,414,257
0901133900,Griswold,Black,202,215
0901133900,Griswold,Latino,285,146
0901133900,Griswold,Other,654,272.97
0901133900,Griswold,Total,11693,29
0901133900,Griswold,White,10138,428
0901134250,Groton,Asian,1906,378
0901134250,Groton,Black,2728,478
0901134250,Groton,Latino,5259,732
0901134250,Groton,Other,1742,401.97
0901134250,Groton,Total,39105,43
0901134250,Groton,White,27470,804
0901142390,Lebanon,Asian,113,128
0901142390,Lebanon,Black,31,46
0901142390,Lebanon,Latino,169,110
0901142390,Lebanon,Other,94,83.37
0901142390,Lebanon,Total,7256,40
0901142390,Lebanon,White,6849,218
0901142600,Ledyard,Asian,605,262
0901142600,Ledyard,Black,306,171
0901142600,Ledyard,Latino,782,223
0901142600,Ledyard,Other,976,296.59
0901142600,Ledyard,Total,14850,38
0901142600,Ledyard,White,12181,334
0901143230,Lisbon,Asian,68,58
0901143230,Lisbon,Black,11,16
0901143230,Lisbon,Latino,72,59
0901143230,Lisbon,Other,96,78.11
0901143230,Lisbon,Total,4272,21
0901143230,Lisbon,White,4025,112
0901144210,Lyme,Asian,12,13
0901144210,Lyme,Black,40,54
0901144210,Lyme,Latino,58,49
0901144210,Lyme,Other,29,45.08
0901144210,Lyme,Total,2469,102
0901144210,Lyme,White,2330,127
0901148900,Montville,Asian,1099,348
0901148900,Montville,Black,977,357
0901148900,Montville,Latino,1495,350
0901148900,Montville,Other,1152,342.83
0901148900,Montville,Total,19094,31
0901148900,Montville,White,14371,614
0901152350,New London,Asian,542,182
0901152350,New London,Black,3561,480
0901152350,New London,Latino,9375,658
0901152350,New London,Other,1623,387.33
0901152350,New London,Total,27032,46
0901152350,New London,White,11931,635
0901155500,North Stonington,Asian,91,95
0901155500,North Stonington,Black,96,77
0901155500,North Stonington,Latino,96,120
0901155500,North Stonington,Other,439,318.48
0901155500,North Stonington,Total,5242,18
0901155500,North Stonington,White,4520,387
0901156270,Norwich,Asian,3401,504
0901156270,Norwich,Black,4154,530
0901156270,Norwich,Latino,5647,759
0901156270,Norwich,Other,2324,559.41
0901156270,Norwich,Total,39567,43
0901156270,Norwich,White,24041,915
0901157040,Old Lyme,Asian,41,31
0901157040,Old Lyme,Black,70,107
0901157040,Old Lyme,Latino,347,282
0901157040,Old Lyme,Other,129,88.78
0901157040,Old Lyme,Total,7431,28
0901157040,Old Lyme,White,6844,298
0901162150,Preston,Asian,270,204
0901162150,Preston,Black,38,51
0901162150,Preston,Latino,43,44
0901162150,Preston,Other,343,212.82
0901162150,Preston,Total,4666,21
0901162150,Preston,White,3972,273
0901166210,Salem,Asian,148,142
0901166210,Salem,Black,129,117
0901166210,Salem,Latino,161,114
0901166210,Salem,Other,30,51.39
0901166210,Salem,Total,4126,22
0901166210,Salem,White,3658,209
0901171670,Sprague,Asian,0,12
0901171670,Sprague,Black,42,41
0901171670,Sprague,Latino,133,90
0901171670,Sprague,Other,204,113.24
0901171670,Sprague,Total,2929,33
0901171670,Sprague,White,2550,138
0901173770,Stonington,Asian,336,147
0901173770,Stonington,Black,205,104
0901173770,Stonington,Latino,754,295
0901173770,Stonington,Other,378,151.61
0901173770,Stonington,Total,18436,25
0901173770,Stonington,White,16763,336
0901178600,Voluntown,Asian,23,29
0901178600,Voluntown,Black,0,12
0901178600,Voluntown,Latino,64,42
0901178600,Voluntown,Other,74,40.87
0901178600,Voluntown,Total,2559,23
0901178600,Voluntown,White,2398,70
0901180280,Waterford,Asian,535,241
0901180280,Waterford,Black,568,211
0901180280,Waterford,Latino,1143,292
0901180280,Waterford,Other,514,147.5
0901180280,Waterford,Total,19052,33
0901180280,Waterford,White,16292,490
09013,Tolland County,Asian,7013,249
09013,Tolland County,Black,4299,287
09013,Tolland County,Latino,8086,NA
09013,Tolland County,Other,3268,389.93
09013,Tolland County,Total,151269,NA
09013,Tolland County,White,128603,169
0901301080,Andover,Asian,0,12
0901301080,Andover,Black,68,80
0901301080,Andover,Latino,107,79
0901301080,Andover,Other,41,50.48
0901301080,Andover,Total,3223,122
0901301080,Andover,White,3007,161
0901306260,Bolton,Asian,87,108
0901306260,Bolton,Black,58,41
0901306260,Bolton,Latino,339,183
0901306260,Bolton,Other,65,59.73
0901306260,Bolton,Total,4928,21
0901306260,Bolton,White,4379,217
0901316400,Columbia,Asian,52,82
0901316400,Columbia,Black,7,15
0901316400,Columbia,Latino,452,276
0901316400,Columbia,Other,0,17
0901316400,Columbia,Total,5421,21
0901316400,Columbia,White,4910,294
0901317800,Coventry,Asian,61,73
0901317800,Coventry,Black,46,57
0901317800,Coventry,Latino,524,291
0901317800,Coventry,Other,211,176.49
0901317800,Coventry,Total,12422,32
0901317800,Coventry,White,11580,340
0901325360,Ellington,Asian,798,336
0901325360,Ellington,Black,234,151
0901325360,Ellington,Latino,803,322
0901325360,Ellington,Other,425,249.71
0901325360,Ellington,Total,16041,23
0901325360,Ellington,White,13781,493
0901337910,Hebron,Asian,195,122
0901337910,Hebron,Black,23,24
0901337910,Hebron,Latino,134,79
0901337910,Hebron,Other,107,74.8
0901337910,Hebron,Total,9522,19
0901337910,Hebron,White,9063,166
0901344910,Mansfield,Asian,2786,286
0901344910,Mansfield,Black,1124,270
0901344910,Mansfield,Latino,1346,275
0901344910,Mansfield,Other,628,208.6
0901344910,Mansfield,Total,25977,54
0901344910,Mansfield,White,20093,445
0901369220,Somers,Asian,189,105
0901369220,Somers,Black,725,119
0901369220,Somers,Latino,688,168
0901369220,Somers,Other,135,67.51
0901369220,Somers,Total,11137,35
0901369220,Somers,White,9400,256
0901372090,Stafford,Asian,72,59
0901372090,Stafford,Black,96,68
0901372090,Stafford,Latino,378,165
0901372090,Stafford,Other,337,159.48
0901372090,Stafford,Total,11890,58
0901372090,Stafford,White,11007,272
0901376290,Tolland,Asian,421,286
0901376290,Tolland,Black,116,78
0901376290,Tolland,Latino,263,258
0901376290,Tolland,Other,291,153.24
0901376290,Tolland,Total,14766,23
0901376290,Tolland,White,13675,394
0901377830,Union,Asian,14,16
0901377830,Union,Black,5,7
0901377830,Union,Latino,10,13
0901377830,Union,Other,20,39.85
0901377830,Union,Total,873,124
0901377830,Union,White,824,116
0901378250,Vernon,Asian,1974,357
0901378250,Vernon,Black,1765,342
0901378250,Vernon,Latino,2617,460
0901378250,Vernon,Other,879,296.09
0901378250,Vernon,Total,29157,69
0901378250,Vernon,White,21922,596
0901385950,Willington,Asian,364,183
0901385950,Willington,Black,32,40
0901385950,Willington,Latino,425,343
0901385950,Willington,Other,129,81.5
0901385950,Willington,Total,5912,22
0901385950,Willington,White,4962,401
09015,Windham County,Asian,1552,154
09015,Windham County,Black,2084,233
09015,Windham County,Latino,13368,NA
09015,Windham County,Other,2739,291.74
09015,Windham County,Total,116538,NA
09015,Windham County,White,96795,92
0901501430,Ashford,Asian,53,47
0901501430,Ashford,Black,35,42
0901501430,Ashford,Latino,233,131
0901501430,Ashford,Other,67,74.94
0901501430,Ashford,Total,4234,20
0901501430,Ashford,White,3846,192
0901509190,Brooklyn,Asian,197,181
0901509190,Brooklyn,Black,172,85
0901509190,Brooklyn,Latino,178,66
0901509190,Brooklyn,Other,162,141.11
0901509190,Brooklyn,Total,8243,28
0901509190,Brooklyn,White,7534,283
0901512130,Canterbury,Asian,89,75
0901512130,Canterbury,Black,60,59
0901512130,Canterbury,Latino,30,24
0901512130,Canterbury,Other,56,47.29
0901512130,Canterbury,Total,5074,22
0901512130,Canterbury,White,4839,105
0901513810,Chaplin,Asian,11,12
0901513810,Chaplin,Black,0,12
0901513810,Chaplin,Latino,183,108
0901513810,Chaplin,Other,43,38.16
0901513810,Chaplin,Total,2329,151
0901513810,Chaplin,White,2092,186
0901521860,Eastford,Asian,0,12
0901521860,Eastford,Black,3,4
0901521860,Eastford,Latino,71,39
0901521860,Eastford,Other,13,23.52
0901521860,Eastford,Total,1721,118
0901521860,Eastford,White,1634,131
0901536000,Hampton,Asian,7,7
0901536000,Hampton,Black,6,8
0901536000,Hampton,Latino,56,30
0901536000,Hampton,Other,56,40.11
0901536000,Hampton,Total,1861,103
0901536000,Hampton,White,1736,112
0901540500,Killingly,Asian,264,197
0901540500,Killingly,Black,303,149
0901540500,Killingly,Latino,620,304
0901540500,Killingly,Other,798,306.77
0901540500,Killingly,Total,17170,23
0901540500,Killingly,White,15185,568
0901559980,Plainfield,Asian,327,234
0901559980,Plainfield,Black,257,149
0901559980,Plainfield,Latino,906,460
0901559980,Plainfield,Other,323,168.19
0901559980,Plainfield,Total,15114,26
0901559980,Plainfield,White,13301,546
0901561030,Pomfret,Asian,9,13
0901561030,Pomfret,Black,27,27
0901561030,Pomfret,Latino,116,102
0901561030,Pomfret,Other,63,64.44
0901561030,Pomfret,Total,4173,15
0901561030,Pomfret,White,3958,112
0901562710,Putnam,Asian,77,75
0901562710,Putnam,Black,31,33
0901562710,Putnam,Latino,260,147
0901562710,Putnam,Other,251,122.98
0901562710,Putnam,Total,9360,21
0901562710,Putnam,White,8741,184
0901567400,Scotland,Asian,1,3
0901567400,Scotland,Black,0,12
0901567400,Scotland,Latino,64,47
0901567400,Scotland,Other,10,24.52
0901567400,Scotland,Total,1653,164
0901567400,Scotland,White,1578,166
0901573420,Sterling,Asian,0,12
0901573420,Sterling,Black,101,124
0901573420,Sterling,Latino,91,105
0901573420,Sterling,Other,46,48.01
0901573420,Sterling,Total,3762,34
0901573420,Sterling,White,3524,170
0901575870,Thompson,Asian,61,45
0901575870,Thompson,Black,12,13
0901575870,Thompson,Latino,135,95
0901575870,Thompson,Other,149,86.99
0901575870,Thompson,Total,9343,31
0901575870,Thompson,White,8986,162
0901586790,Windham,Asian,419,143
0901586790,Windham,Black,1077,232
0901586790,Windham,Latino,10234,513
0901586790,Windham,Other,602,178.41
0901586790,Windham,Total,24688,70
0901586790,Windham,White,12356,563
0901588190,Woodstock,Asian,37,55
0901588190,Woodstock,Black,0,17
0901588190,Woodstock,Latino,191,216
0901588190,Woodstock,Other,100,94.69
0901588190,Woodstock,Total,7813,37
0901588190,Woodstock,White,7485,249
NA,Greater Bridgeport,Asian,12587,1354
NA,Greater Bridgeport,Black,59260,1936
NA,Greater Bridgeport,Latino,75331,2063
NA,Greater Bridgeport,Other,8831,1039.63
NA,Greater Bridgeport,Total,323647,101
NA,Greater Bridgeport,White,167638,2193
NA,Greater New Haven,Asian,22906,1570
NA,Greater New Haven,Black,70574,2357
NA,Greater New Haven,Latino,73418,2628
NA,Greater New Haven,Other,11700,1206.39
NA,Greater New Haven,Total,464425,190
NA,Greater New Haven,White,285827,2783
NA,Greater Waterbury,Asian,9141,1040
NA,Greater Waterbury,Black,27095,1497
NA,Greater Waterbury,Latino,53242,1973
NA,Greater Waterbury,Other,8727,1089.25
NA,Greater Waterbury,Total,334123,322
NA,Greater Waterbury,White,235918,2303
NA,Lower Naugatuck Valley,Asian,3779,730
NA,Lower Naugatuck Valley,Black,6973,976
NA,Lower Naugatuck Valley,Latino,17506,1544
NA,Lower Naugatuck Valley,Other,2750,625.96
NA,Lower Naugatuck Valley,Total,139751,93
NA,Lower Naugatuck Valley,White,108743,1792
