town,pop,first_doses,date
Voluntown,2510,1542,2021-10-13T00:00:00Z
Wallingford,44326,32996,2021-10-13T00:00:00Z
Warren,1395,988,2021-10-13T00:00:00Z
Washington,3428,2845,2021-10-13T00:00:00Z
Waterbury,107568,63978,2021-10-13T00:00:00Z
Waterford,18746,14345,2021-10-13T00:00:00Z
Watertown,21578,15230,2021-10-13T00:00:00Z
West Hartford,62965,50732,2021-10-13T00:00:00Z
West Haven,54620,36271,2021-10-13T00:00:00Z
Westbrook,6869,5245,2021-10-13T00:00:00Z
Weston,10252,7893,2021-10-13T00:00:00Z
Westport,28491,21641,2021-10-13T00:00:00Z
Wethersfield,26008,20439,2021-10-13T00:00:00Z
Willington,5864,3589,2021-10-13T00:00:00Z
Wilton,18343,14459,2021-10-13T00:00:00Z
Winchester,10604,6533,2021-10-13T00:00:00Z
Windham,24561,14096,2021-10-13T00:00:00Z
Windsor,28733,21394,2021-10-13T00:00:00Z
Windsor Locks,12854,8482,2021-10-13T00:00:00Z
Wolcott,16587,11064,2021-10-13T00:00:00Z
Woodbridge,8750,6956,2021-10-13T00:00:00Z
Woodbury,9502,6850,2021-10-13T00:00:00Z
Woodstock,7858,5067,2021-10-13T00:00:00Z
Andover,3236,2220,2021-10-20T00:00:00Z
Ansonia,18654,11426,2021-10-20T00:00:00Z
Ashford,4255,2762,2021-10-20T00:00:00Z
Avon,18276,15040,2021-10-20T00:00:00Z
Barkhamsted,3606,2522,2021-10-20T00:00:00Z
Beacon Falls,6222,4090,2021-10-20T00:00:00Z
Berlin,20436,14560,2021-10-20T00:00:00Z
Bethany,5548,3962,2021-10-20T00:00:00Z
Bethel,19800,13374,2021-10-20T00:00:00Z
Bethlehem,3402,2235,2021-10-20T00:00:00Z
Bloomfield,21211,15860,2021-10-20T00:00:00Z
Bolton,4884,3448,2021-10-20T00:00:00Z
Bozrah,2726,1664,2021-10-20T00:00:00Z
Branford,27900,21221,2021-10-20T00:00:00Z
Bridgeport,144399,88068,2021-10-20T00:00:00Z
Bridgewater,1635,1286,2021-10-20T00:00:00Z
Bristol,59947,40933,2021-10-20T00:00:00Z
Brookfield,16973,12511,2021-10-20T00:00:00Z
Brooklyn,8272,4912,2021-10-20T00:00:00Z
Burlington,9704,6880,2021-10-20T00:00:00Z
Canaan,1053,1150,2021-10-20T00:00:00Z
Canterbury,5079,3076,2021-10-20T00:00:00Z
Canton,10254,7466,2021-10-20T00:00:00Z
Chaplin,2239,1380,2021-10-20T00:00:00Z
Cheshire,28937,22072,2021-10-20T00:00:00Z
Chester,4213,3039,2021-10-20T00:00:00Z
Clinton,12925,10072,2021-10-20T00:00:00Z
Colchester,15809,11220,2021-10-20T00:00:00Z
Colebrook,1400,1004,2021-10-20T00:00:00Z
Columbia,5379,3707,2021-10-20T00:00:00Z
Cornwall,1362,1137,2021-10-20T00:00:00Z
Coventry,12407,8487,2021-10-20T00:00:00Z
Cromwell,13839,10967,2021-10-20T00:00:00Z
Danbury,84694,61290,2021-10-20T00:00:00Z
Darien,21728,16818,2021-10-20T00:00:00Z
Deep River,4443,3403,2021-10-20T00:00:00Z
Derby,12339,9993,2021-10-20T00:00:00Z
Durham,7165,5289,2021-10-20T00:00:00Z
East Granby,5140,3738,2021-10-20T00:00:00Z
East Haddam,8997,6233,2021-10-20T00:00:00Z
East Hampton,12800,8851,2021-10-20T00:00:00Z
East Hartford,49872,34786,2021-10-20T00:00:00Z
East Haven,28569,18433,2021-10-20T00:00:00Z
East Lyme,18462,14509,2021-10-20T00:00:00Z
East Windsor,11668,7438,2021-10-20T00:00:00Z
Eastford,1790,1075,2021-10-20T00:00:00Z
Easton,7521,5556,2021-10-20T00:00:00Z
Ellington,16467,11220,2021-10-20T00:00:00Z
Enfield,43659,26425,2021-10-20T00:00:00Z
Essex,6668,5419,2021-10-20T00:00:00Z
Fairfield,62045,44626,2021-10-20T00:00:00Z
Farmington,25497,20803,2021-10-20T00:00:00Z
Franklin,1920,1274,2021-10-20T00:00:00Z
Glastonbury,34482,27293,2021-10-20T00:00:00Z
Goshen,2863,2050,2021-10-20T00:00:00Z
Granby,11507,8006,2021-10-20T00:00:00Z
Greenwich,62840,45502,2021-10-20T00:00:00Z
Griswold,11534,6641,2021-10-20T00:00:00Z
Groton,38436,23628,2021-10-20T00:00:00Z
Guilford,22133,17548,2021-10-20T00:00:00Z
Haddam,8193,6369,2021-10-20T00:00:00Z
Hamden,60556,41008,2021-10-20T00:00:00Z
Hampton,1842,1146,2021-10-20T00:00:00Z
Hartford,122105,67907,2021-10-20T00:00:00Z
Hartland,2120,1259,2021-10-20T00:00:00Z
Harwinton,5420,3727,2021-10-20T00:00:00Z
Hebron,9504,6815,2021-10-20T00:00:00Z
Kent,2777,2382,2021-10-20T00:00:00Z
Killingly,17336,9751,2021-10-20T00:00:00Z
Killingworth,6364,4734,2021-10-20T00:00:00Z
Lebanon,7144,4790,2021-10-20T00:00:00Z
Ledyard,14621,9948,2021-10-20T00:00:00Z
Lisbon,4220,2740,2021-10-20T00:00:00Z
Litchfield,8094,5948,2021-10-20T00:00:00Z
Lyme,2316,2020,2021-10-20T00:00:00Z
Madison,18030,14472,2021-10-20T00:00:00Z
Manchester,57584,39629,2021-10-20T00:00:00Z
Mansfield,25487,9853,2021-10-20T00:00:00Z
Marlborough,6335,4593,2021-10-20T00:00:00Z
Meriden,59395,40322,2021-10-20T00:00:00Z
Middlebury,7798,5801,2021-10-20T00:00:00Z
Middlefield,4374,3137,2021-10-20T00:00:00Z
Middletown,46258,34404,2021-10-20T00:00:00Z
Milford,54747,38733,2021-10-20T00:00:00Z
Monroe,19434,13981,2021-10-20T00:00:00Z
Montville,18508,11676,2021-10-20T00:00:00Z
Morris,2254,1535,2021-10-20T00:00:00Z
Naugatuck,31108,20113,2021-10-20T00:00:00Z
New Britain,72495,41314,2021-10-20T00:00:00Z
New Canaan,20233,16164,2021-10-20T00:00:00Z
New Fairfield,13878,9362,2021-10-20T00:00:00Z
New Hartford,6656,4599,2021-10-20T00:00:00Z
New Haven,130250,82216,2021-10-20T00:00:00Z
New London,26858,16882,2021-10-20T00:00:00Z
New Milford,26805,19780,2021-10-20T00:00:00Z
Newington,30014,22476,2021-10-20T00:00:00Z
Newtown,27891,20414,2021-10-20T00:00:00Z
Norfolk,1630,1107,2021-10-20T00:00:00Z
North Branford,14146,10649,2021-10-20T00:00:00Z
North Canaan,3251,1914,2021-10-20T00:00:00Z
North Haven,23683,19527,2021-10-20T00:00:00Z
North Stonington,5196,3165,2021-10-20T00:00:00Z
Norwalk,88816,67121,2021-10-20T00:00:00Z
Norwich,38768,24303,2021-10-20T00:00:00Z
Old Lyme,7306,5833,2021-10-20T00:00:00Z
Old Saybrook,10061,8687,2021-10-20T00:00:00Z
Orange,13926,10538,2021-10-20T00:00:00Z
Oxford,13255,9095,2021-10-20T00:00:00Z
Plainfield,15125,8404,2021-10-20T00:00:00Z
Plainville,17534,11896,2021-10-20T00:00:00Z
Plymouth,11598,6938,2021-10-20T00:00:00Z
Pomfret,4203,2829,2021-10-20T00:00:00Z
Portland,9267,6886,2021-10-20T00:00:00Z
Preston,4625,3060,2021-10-20T00:00:00Z
Prospect,9702,6591,2021-10-20T00:00:00Z
Putnam,9389,5367,2021-10-20T00:00:00Z
Redding,9116,6239,2021-10-20T00:00:00Z
Ridgefield,24959,18735,2021-10-20T00:00:00Z
Rocky Hill,20115,15142,2021-10-20T00:00:00Z
Roxbury,2152,1735,2021-10-20T00:00:00Z
Salem,4083,2892,2021-10-20T00:00:00Z
Salisbury,3600,3334,2021-10-20T00:00:00Z
Scotland,1672,960,2021-10-20T00:00:00Z
Seymour,16437,11142,2021-10-20T00:00:00Z
Sharon,2689,1841,2021-10-20T00:00:00Z
Shelton,41129,29266,2021-10-20T00:00:00Z
Sherman,3630,2368,2021-10-20T00:00:00Z
Simsbury,25395,19334,2021-10-20T00:00:00Z
Somers,10784,6654,2021-10-20T00:00:00Z
South Windsor,26162,20227,2021-10-20T00:00:00Z
Southbury,19571,14711,2021-10-20T00:00:00Z
Southington,43834,31816,2021-10-20T00:00:00Z
Sprague,2859,1669,2021-10-20T00:00:00Z
Stafford,11893,6694,2021-10-20T00:00:00Z
Stamford,129638,102132,2021-10-20T00:00:00Z
Sterling,3782,1834,2021-10-20T00:00:00Z
Stonington,18559,13452,2021-10-20T00:00:00Z
Stratford,51849,35794,2021-10-20T00:00:00Z
Suffield,15814,10537,2021-10-20T00:00:00Z
Thomaston,7535,5056,2021-10-20T00:00:00Z
Thompson,9379,4501,2021-10-20T00:00:00Z
Tolland,14618,10651,2021-10-20T00:00:00Z
Torrington,34044,23220,2021-10-20T00:00:00Z
Trumbull,35673,27577,2021-10-20T00:00:00Z
Union,839,523,2021-10-20T00:00:00Z
Vernon,29359,20832,2021-10-20T00:00:00Z
Voluntown,2510,1551,2021-10-20T00:00:00Z
Wallingford,44326,33105,2021-10-20T00:00:00Z
Warren,1395,985,2021-10-20T00:00:00Z
Washington,3428,2850,2021-10-20T00:00:00Z
Waterbury,107568,64552,2021-10-20T00:00:00Z
Waterford,18746,14407,2021-10-20T00:00:00Z
Watertown,21578,15279,2021-10-20T00:00:00Z
West Hartford,62965,50927,2021-10-20T00:00:00Z
West Haven,54620,36427,2021-10-20T00:00:00Z
Westbrook,6869,5253,2021-10-20T00:00:00Z
Weston,10252,7909,2021-10-20T00:00:00Z
Westport,28491,21739,2021-10-20T00:00:00Z
Wethersfield,26008,20503,2021-10-20T00:00:00Z
Willington,5864,3608,2021-10-20T00:00:00Z
Wilton,18343,14484,2021-10-20T00:00:00Z
Winchester,10604,6572,2021-10-20T00:00:00Z
Windham,24561,14193,2021-10-20T00:00:00Z
Windsor,28733,21534,2021-10-20T00:00:00Z
Windsor Locks,12854,8542,2021-10-20T00:00:00Z
Wolcott,16587,11117,2021-10-20T00:00:00Z
Woodbridge,8750,6968,2021-10-20T00:00:00Z
Woodbury,9502,6869,2021-10-20T00:00:00Z
Woodstock,7858,5088,2021-10-20T00:00:00Z
Andover,3236,2232,2021-10-27T00:00:00Z
Ansonia,18654,11529,2021-10-27T00:00:00Z
Ashford,4255,2774,2021-10-27T00:00:00Z
Avon,18276,15091,2021-10-27T00:00:00Z
Barkhamsted,3606,2541,2021-10-27T00:00:00Z
Beacon Falls,6222,4108,2021-10-27T00:00:00Z
Berlin,20436,14620,2021-10-27T00:00:00Z
Bethany,5548,3960,2021-10-27T00:00:00Z
Bethel,19800,13439,2021-10-27T00:00:00Z
Bethlehem,3402,2244,2021-10-27T00:00:00Z
Bloomfield,21211,15932,2021-10-27T00:00:00Z
Bolton,4884,3468,2021-10-27T00:00:00Z
Bozrah,2726,1678,2021-10-27T00:00:00Z
Branford,27900,21249,2021-10-27T00:00:00Z
Bridgeport,144399,88666,2021-10-27T00:00:00Z
Bridgewater,1635,1291,2021-10-27T00:00:00Z
Bristol,59947,41106,2021-10-27T00:00:00Z
Brookfield,16973,12559,2021-10-27T00:00:00Z
Brooklyn,8272,4938,2021-10-27T00:00:00Z
Burlington,9704,6891,2021-10-27T00:00:00Z
Canaan,1053,1158,2021-10-27T00:00:00Z
Canterbury,5079,3093,2021-10-27T00:00:00Z
Canton,10254,7485,2021-10-27T00:00:00Z
Chaplin,2239,1387,2021-10-27T00:00:00Z
Cheshire,28937,22121,2021-10-27T00:00:00Z
Chester,4213,3052,2021-10-27T00:00:00Z
Clinton,12925,10120,2021-10-27T00:00:00Z
Colchester,15809,11288,2021-10-27T00:00:00Z
Colebrook,1400,1006,2021-10-27T00:00:00Z
Columbia,5379,3725,2021-10-27T00:00:00Z
Cornwall,1362,1146,2021-10-27T00:00:00Z
Coventry,12407,8534,2021-10-27T00:00:00Z
Cromwell,13839,11010,2021-10-27T00:00:00Z
Danbury,84694,61636,2021-10-27T00:00:00Z
Darien,21728,16900,2021-10-27T00:00:00Z
Deep River,4443,3415,2021-10-27T00:00:00Z
Derby,12339,10042,2021-10-27T00:00:00Z
Durham,7165,5315,2021-10-27T00:00:00Z
East Granby,5140,3758,2021-10-27T00:00:00Z
East Haddam,8997,6259,2021-10-27T00:00:00Z
East Hampton,12800,8898,2021-10-27T00:00:00Z
East Hartford,49872,34923,2021-10-27T00:00:00Z
East Haven,28569,18560,2021-10-27T00:00:00Z
East Lyme,18462,14590,2021-10-27T00:00:00Z
East Windsor,11668,7463,2021-10-27T00:00:00Z
Eastford,1790,1081,2021-10-27T00:00:00Z
Easton,7521,5563,2021-10-27T00:00:00Z
Ellington,16467,11289,2021-10-27T00:00:00Z
Enfield,43659,26573,2021-10-27T00:00:00Z
Essex,6668,5458,2021-10-27T00:00:00Z
Fairfield,62045,44632,2021-10-27T00:00:00Z
Farmington,25497,20858,2021-10-27T00:00:00Z
Franklin,1920,1274,2021-10-27T00:00:00Z
Glastonbury,34482,27455,2021-10-27T00:00:00Z
Goshen,2863,2068,2021-10-27T00:00:00Z
Granby,11507,8046,2021-10-27T00:00:00Z
Greenwich,62840,45668,2021-10-27T00:00:00Z
Griswold,11534,6687,2021-10-27T00:00:00Z
Groton,38436,23819,2021-10-27T00:00:00Z
Guilford,22133,17599,2021-10-27T00:00:00Z
Haddam,8193,6383,2021-10-27T00:00:00Z
Hamden,60556,41192,2021-10-27T00:00:00Z
Hampton,1842,1149,2021-10-27T00:00:00Z
Hartford,122105,68001,2021-10-27T00:00:00Z
Hartland,2120,1261,2021-10-27T00:00:00Z
Harwinton,5420,3738,2021-10-27T00:00:00Z
Hebron,9504,6842,2021-10-27T00:00:00Z
Kent,2777,2375,2021-10-27T00:00:00Z
Killingly,17336,9821,2021-10-27T00:00:00Z
Killingworth,6364,4748,2021-10-27T00:00:00Z
Lebanon,7144,4852,2021-10-27T00:00:00Z
Ledyard,14621,10016,2021-10-27T00:00:00Z
Lisbon,4220,2749,2021-10-27T00:00:00Z
Litchfield,8094,5957,2021-10-27T00:00:00Z
Lyme,2316,2034,2021-10-27T00:00:00Z
Madison,18030,14539,2021-10-27T00:00:00Z
Manchester,57584,39823,2021-10-27T00:00:00Z
Mansfield,25487,10050,2021-10-27T00:00:00Z
Marlborough,6335,4618,2021-10-27T00:00:00Z
Meriden,59395,40459,2021-10-27T00:00:00Z
Middlebury,7798,5812,2021-10-27T00:00:00Z
Middlefield,4374,3146,2021-10-27T00:00:00Z
Middletown,46258,34270,2021-10-27T00:00:00Z
Milford,54747,38944,2021-10-27T00:00:00Z
Monroe,19434,14044,2021-10-27T00:00:00Z
Montville,18508,11758,2021-10-27T00:00:00Z
Morris,2254,1543,2021-10-27T00:00:00Z
Naugatuck,31108,20268,2021-10-27T00:00:00Z
New Britain,72495,41606,2021-10-27T00:00:00Z
New Canaan,20233,16211,2021-10-27T00:00:00Z
New Fairfield,13878,9425,2021-10-27T00:00:00Z
New Hartford,6656,4624,2021-10-27T00:00:00Z
New Haven,130250,82690,2021-10-27T00:00:00Z
New London,26858,16980,2021-10-27T00:00:00Z
New Milford,26805,19850,2021-10-27T00:00:00Z
Newington,30014,22544,2021-10-27T00:00:00Z
Newtown,27891,20492,2021-10-27T00:00:00Z
Norfolk,1630,1110,2021-10-27T00:00:00Z
North Branford,14146,10680,2021-10-27T00:00:00Z
North Canaan,3251,1901,2021-10-27T00:00:00Z
North Haven,23683,19602,2021-10-27T00:00:00Z
North Stonington,5196,3184,2021-10-27T00:00:00Z
Norwalk,88816,67317,2021-10-27T00:00:00Z
Norwich,38768,24449,2021-10-27T00:00:00Z
Old Lyme,7306,5862,2021-10-27T00:00:00Z
Old Saybrook,10061,8724,2021-10-27T00:00:00Z
Orange,13926,10620,2021-10-27T00:00:00Z
Oxford,13255,9122,2021-10-27T00:00:00Z
Plainfield,15125,8453,2021-10-27T00:00:00Z
Plainville,17534,11927,2021-10-27T00:00:00Z
Plymouth,11598,6966,2021-10-27T00:00:00Z
Pomfret,4203,2853,2021-10-27T00:00:00Z
Portland,9267,6901,2021-10-27T00:00:00Z
Preston,4625,3079,2021-10-27T00:00:00Z
Prospect,9702,6628,2021-10-27T00:00:00Z
Putnam,9389,5394,2021-10-27T00:00:00Z
Redding,9116,6342,2021-10-27T00:00:00Z
Ridgefield,24959,18801,2021-10-27T00:00:00Z
Rocky Hill,20115,15254,2021-10-27T00:00:00Z
Roxbury,2152,1738,2021-10-27T00:00:00Z
Salem,4083,2915,2021-10-27T00:00:00Z
Salisbury,3600,3352,2021-10-27T00:00:00Z
Scotland,1672,962,2021-10-27T00:00:00Z
Seymour,16437,11196,2021-10-27T00:00:00Z
Sharon,2689,1840,2021-10-27T00:00:00Z
Shelton,41129,29440,2021-10-27T00:00:00Z
Sherman,3630,2377,2021-10-27T00:00:00Z
Simsbury,25395,19371,2021-10-27T00:00:00Z
Somers,10784,6695,2021-10-27T00:00:00Z
South Windsor,26162,20340,2021-10-27T00:00:00Z
Southbury,19571,14704,2021-10-27T00:00:00Z
Southington,43834,31993,2021-10-27T00:00:00Z
Sprague,2859,1679,2021-10-27T00:00:00Z
Stafford,11893,6725,2021-10-27T00:00:00Z
Stamford,129638,102247,2021-10-27T00:00:00Z
Sterling,3782,1848,2021-10-27T00:00:00Z
Stonington,18559,13538,2021-10-27T00:00:00Z
Stratford,51849,36048,2021-10-27T00:00:00Z
Suffield,15814,10585,2021-10-27T00:00:00Z
Thomaston,7535,5085,2021-10-27T00:00:00Z
Thompson,9379,4538,2021-10-27T00:00:00Z
Tolland,14618,10689,2021-10-27T00:00:00Z
Torrington,34044,23358,2021-10-27T00:00:00Z
Trumbull,35673,27698,2021-10-27T00:00:00Z
Union,839,522,2021-10-27T00:00:00Z
Vernon,29359,20970,2021-10-27T00:00:00Z
Voluntown,2510,1566,2021-10-27T00:00:00Z
Wallingford,44326,33213,2021-10-27T00:00:00Z
Warren,1395,994,2021-10-27T00:00:00Z
Washington,3428,2856,2021-10-27T00:00:00Z
Waterbury,107568,64933,2021-10-27T00:00:00Z
Waterford,18746,14488,2021-10-27T00:00:00Z
Watertown,21578,15341,2021-10-27T00:00:00Z
West Hartford,62965,51130,2021-10-27T00:00:00Z
West Haven,54620,36608,2021-10-27T00:00:00Z
Westbrook,6869,5293,2021-10-27T00:00:00Z
Weston,10252,7941,2021-10-27T00:00:00Z
Westport,28491,21828,2021-10-27T00:00:00Z
Wethersfield,26008,20575,2021-10-27T00:00:00Z
Willington,5864,3626,2021-10-27T00:00:00Z
Wilton,18343,14544,2021-10-27T00:00:00Z
Winchester,10604,6606,2021-10-27T00:00:00Z
Windham,24561,14294,2021-10-27T00:00:00Z
Windsor,28733,21616,2021-10-27T00:00:00Z
Windsor Locks,12854,8573,2021-10-27T00:00:00Z
Wolcott,16587,11157,2021-10-27T00:00:00Z
Woodbridge,8750,6994,2021-10-27T00:00:00Z
Woodbury,9502,6895,2021-10-27T00:00:00Z
Woodstock,7858,5112,2021-10-27T00:00:00Z
Andover,3236,2253,2021-11-03T00:00:00Z
Ansonia,18654,11622,2021-11-03T00:00:00Z
Ashford,4255,2789,2021-11-03T00:00:00Z
Avon,18276,15196,2021-11-03T00:00:00Z
Barkhamsted,3606,2563,2021-11-03T00:00:00Z
Beacon Falls,6222,4126,2021-11-03T00:00:00Z
Berlin,20436,14675,2021-11-03T00:00:00Z
Bethany,5548,3995,2021-11-03T00:00:00Z
Bethel,19800,13613,2021-11-03T00:00:00Z
Bethlehem,3402,2257,2021-11-03T00:00:00Z
Bloomfield,21211,16078,2021-11-03T00:00:00Z
Bolton,4884,3505,2021-11-03T00:00:00Z
Bozrah,2726,1692,2021-11-03T00:00:00Z
Branford,27900,21384,2021-11-03T00:00:00Z
Bridgeport,144399,89307,2021-11-03T00:00:00Z
Bridgewater,1635,1293,2021-11-03T00:00:00Z
Bristol,59947,41341,2021-11-03T00:00:00Z
Brookfield,16973,12644,2021-11-03T00:00:00Z
Brooklyn,8272,4985,2021-11-03T00:00:00Z
Burlington,9704,6922,2021-11-03T00:00:00Z
Canaan,1053,1170,2021-11-03T00:00:00Z
Canterbury,5079,3110,2021-11-03T00:00:00Z
Canton,10254,7536,2021-11-03T00:00:00Z
Chaplin,2239,1391,2021-11-03T00:00:00Z
Cheshire,28937,22236,2021-11-03T00:00:00Z
Chester,4213,3070,2021-11-03T00:00:00Z
Clinton,12925,10193,2021-11-03T00:00:00Z
Colchester,15809,11362,2021-11-03T00:00:00Z
Colebrook,1400,1012,2021-11-03T00:00:00Z
Columbia,5379,3741,2021-11-03T00:00:00Z
Cornwall,1362,1160,2021-11-03T00:00:00Z
Coventry,12407,8595,2021-11-03T00:00:00Z
Cromwell,13839,11056,2021-11-03T00:00:00Z
Danbury,84694,62068,2021-11-03T00:00:00Z
Darien,21728,17006,2021-11-03T00:00:00Z
Deep River,4443,3436,2021-11-03T00:00:00Z
Derby,12339,10134,2021-11-03T00:00:00Z
Durham,7165,5359,2021-11-03T00:00:00Z
East Granby,5140,3786,2021-11-03T00:00:00Z
East Haddam,8997,6273,2021-11-03T00:00:00Z
East Hampton,12800,8958,2021-11-03T00:00:00Z
East Hartford,49872,35168,2021-11-03T00:00:00Z
East Haven,28569,18687,2021-11-03T00:00:00Z
East Lyme,18462,14707,2021-11-03T00:00:00Z
East Windsor,11668,7524,2021-11-03T00:00:00Z
Eastford,1790,1090,2021-11-03T00:00:00Z
Easton,7521,5605,2021-11-03T00:00:00Z
Ellington,16467,11385,2021-11-03T00:00:00Z
Enfield,43659,26786,2021-11-03T00:00:00Z
Essex,6668,5480,2021-11-03T00:00:00Z
Fairfield,62045,44942,2021-11-03T00:00:00Z
Farmington,25497,20983,2021-11-03T00:00:00Z
Franklin,1920,1289,2021-11-03T00:00:00Z
Glastonbury,34482,27622,2021-11-03T00:00:00Z
Goshen,2863,2089,2021-11-03T00:00:00Z
Granby,11507,8098,2021-11-03T00:00:00Z
Greenwich,62840,45996,2021-11-03T00:00:00Z
Griswold,11534,6739,2021-11-03T00:00:00Z
Groton,38436,23997,2021-11-03T00:00:00Z
Guilford,22133,17739,2021-11-03T00:00:00Z
Haddam,8193,6404,2021-11-03T00:00:00Z
Hamden,60556,41405,2021-11-03T00:00:00Z
Hampton,1842,1160,2021-11-03T00:00:00Z
Hartford,122105,68461,2021-11-03T00:00:00Z
Hartland,2120,1272,2021-11-03T00:00:00Z
Harwinton,5420,3749,2021-11-03T00:00:00Z
Hebron,9504,6864,2021-11-03T00:00:00Z
Kent,2777,2384,2021-11-03T00:00:00Z
Killingly,17336,9874,2021-11-03T00:00:00Z
Killingworth,6364,4767,2021-11-03T00:00:00Z
Lebanon,7144,4876,2021-11-03T00:00:00Z
Ledyard,14621,10094,2021-11-03T00:00:00Z
Lisbon,4220,2774,2021-11-03T00:00:00Z
Litchfield,8094,5989,2021-11-03T00:00:00Z
Lyme,2316,2049,2021-11-03T00:00:00Z
Madison,18030,14605,2021-11-03T00:00:00Z
Manchester,57584,40075,2021-11-03T00:00:00Z
Mansfield,25487,10233,2021-11-03T00:00:00Z
Marlborough,6335,4635,2021-11-03T00:00:00Z
Meriden,59395,40736,2021-11-03T00:00:00Z
Middlebury,7798,5841,2021-11-03T00:00:00Z
Middlefield,4374,3153,2021-11-03T00:00:00Z
Middletown,46258,34477,2021-11-03T00:00:00Z
Milford,54747,39131,2021-11-03T00:00:00Z
Monroe,19434,14127,2021-11-03T00:00:00Z
Montville,18508,11889,2021-11-03T00:00:00Z
Morris,2254,1548,2021-11-03T00:00:00Z
Naugatuck,31108,20403,2021-11-03T00:00:00Z
New Britain,72495,41898,2021-11-03T00:00:00Z
New Canaan,20233,16352,2021-11-03T00:00:00Z
New Fairfield,13878,9502,2021-11-03T00:00:00Z
New Hartford,6656,4661,2021-11-03T00:00:00Z
New Haven,130250,83315,2021-11-03T00:00:00Z
New London,26858,17098,2021-11-03T00:00:00Z
New Milford,26805,20006,2021-11-03T00:00:00Z
Newington,30014,22639,2021-11-03T00:00:00Z
Newtown,27891,20609,2021-11-03T00:00:00Z
Norfolk,1630,1118,2021-11-03T00:00:00Z
North Branford,14146,10743,2021-11-03T00:00:00Z
North Canaan,3251,1910,2021-11-03T00:00:00Z
North Haven,23683,19716,2021-11-03T00:00:00Z
North Stonington,5196,3203,2021-11-03T00:00:00Z
Norwalk,88816,67681,2021-11-03T00:00:00Z
Norwich,38768,24628,2021-11-03T00:00:00Z
Old Lyme,7306,5902,2021-11-03T00:00:00Z
Old Saybrook,10061,8774,2021-11-03T00:00:00Z
Orange,13926,10705,2021-11-03T00:00:00Z
Oxford,13255,9186,2021-11-03T00:00:00Z
Plainfield,15125,8543,2021-11-03T00:00:00Z
Plainville,17534,11998,2021-11-03T00:00:00Z
Plymouth,11598,7001,2021-11-03T00:00:00Z
Pomfret,4203,2883,2021-11-03T00:00:00Z
Portland,9267,6947,2021-11-03T00:00:00Z
Preston,4625,3102,2021-11-03T00:00:00Z
Prospect,9702,6667,2021-11-03T00:00:00Z
Putnam,9389,5435,2021-11-03T00:00:00Z
Redding,9116,6425,2021-11-03T00:00:00Z
Ridgefield,24959,18938,2021-11-03T00:00:00Z
Rocky Hill,20115,15343,2021-11-03T00:00:00Z
Roxbury,2152,1757,2021-11-03T00:00:00Z
Salem,4083,2930,2021-11-03T00:00:00Z
Salisbury,3600,3379,2021-11-03T00:00:00Z
Scotland,1672,962,2021-11-03T00:00:00Z
Seymour,16437,11246,2021-11-03T00:00:00Z
Sharon,2689,1847,2021-11-03T00:00:00Z
Shelton,41129,29614,2021-11-03T00:00:00Z
Sherman,3630,2384,2021-11-03T00:00:00Z
Simsbury,25395,19459,2021-11-03T00:00:00Z
Somers,10784,6725,2021-11-03T00:00:00Z
South Windsor,26162,20459,2021-11-03T00:00:00Z
Southbury,19571,14763,2021-11-03T00:00:00Z
Southington,43834,32187,2021-11-03T00:00:00Z
Sprague,2859,1698,2021-11-03T00:00:00Z
Stafford,11893,6767,2021-11-03T00:00:00Z
Stamford,129638,102904,2021-11-03T00:00:00Z
Sterling,3782,1858,2021-11-03T00:00:00Z
Stonington,18559,13633,2021-11-03T00:00:00Z
Stratford,51849,36266,2021-11-03T00:00:00Z
Suffield,15814,10700,2021-11-03T00:00:00Z
Thomaston,7535,5111,2021-11-03T00:00:00Z
Thompson,9379,4574,2021-11-03T00:00:00Z
Tolland,14618,10757,2021-11-03T00:00:00Z
Torrington,34044,23472,2021-11-03T00:00:00Z
Trumbull,35673,27838,2021-11-03T00:00:00Z
Union,839,529,2021-11-03T00:00:00Z
Vernon,29359,21107,2021-11-03T00:00:00Z
Voluntown,2510,1574,2021-11-03T00:00:00Z
Wallingford,44326,33350,2021-11-03T00:00:00Z
Warren,1395,1000,2021-11-03T00:00:00Z
Washington,3428,2880,2021-11-03T00:00:00Z
Waterbury,107568,65391,2021-11-03T00:00:00Z
Waterford,18746,14583,2021-11-03T00:00:00Z
Watertown,21578,15448,2021-11-03T00:00:00Z
West Hartford,62965,51440,2021-11-03T00:00:00Z
West Haven,54620,36848,2021-11-03T00:00:00Z
Westbrook,6869,5309,2021-11-03T00:00:00Z
Weston,10252,7994,2021-11-03T00:00:00Z
Westport,28491,22006,2021-11-03T00:00:00Z
Wethersfield,26008,20665,2021-11-03T00:00:00Z
Willington,5864,3647,2021-11-03T00:00:00Z
Wilton,18343,14669,2021-11-03T00:00:00Z
Winchester,10604,6646,2021-11-03T00:00:00Z
Windham,24561,14369,2021-11-03T00:00:00Z
Windsor,28733,21733,2021-11-03T00:00:00Z
Windsor Locks,12854,8632,2021-11-03T00:00:00Z
Wolcott,16587,11220,2021-11-03T00:00:00Z
Woodbridge,8750,7049,2021-11-03T00:00:00Z
Woodbury,9502,6933,2021-11-03T00:00:00Z
Woodstock,7858,5139,2021-11-03T00:00:00Z
Andover,3236,2254,2021-11-10T00:00:00Z
Ansonia,18654,11686,2021-11-10T00:00:00Z
