town,pop,first_doses,date
Washington,3428,3268,2022-04-13T00:00:00Z
Waterbury,107568,76413,2022-04-13T00:00:00Z
Waterford,18746,16398,2022-04-13T00:00:00Z
Watertown,21578,17043,2022-04-13T00:00:00Z
West Hartford,62965,59271,2022-04-13T00:00:00Z
West Haven,54620,42107,2022-04-13T00:00:00Z
Westbrook,6869,6046,2022-04-13T00:00:00Z
Weston,10252,9778,2022-04-13T00:00:00Z
Westport,28491,26961,2022-04-13T00:00:00Z
Wethersfield,26008,23247,2022-04-13T00:00:00Z
Willington,5864,4029,2022-04-13T00:00:00Z
Wilton,18343,17590,2022-04-13T00:00:00Z
Winchester,10604,7423,2022-04-13T00:00:00Z
Windham,24561,16986,2022-04-13T00:00:00Z
Windsor,28733,24673,2022-04-13T00:00:00Z
Windsor Locks,12854,9658,2022-04-13T00:00:00Z
Wolcott,16587,12420,2022-04-13T00:00:00Z
Woodbridge,8750,8213,2022-04-13T00:00:00Z
Woodbury,9502,7664,2022-04-13T00:00:00Z
Woodstock,7858,5803,2022-04-13T00:00:00Z
Andover,3236,2473,2022-04-20T00:00:00Z
Ansonia,18654,13244,2022-04-20T00:00:00Z
Ashford,4255,3094,2022-04-20T00:00:00Z
Avon,18276,17644,2022-04-20T00:00:00Z
Barkhamsted,3606,2831,2022-04-20T00:00:00Z
Beacon Falls,6222,4564,2022-04-20T00:00:00Z
Berlin,20436,16353,2022-04-20T00:00:00Z
Bethany,5548,4507,2022-04-20T00:00:00Z
Bethel,19800,16185,2022-04-20T00:00:00Z
Bethlehem,3402,2455,2022-04-20T00:00:00Z
Bloomfield,21211,18110,2022-04-20T00:00:00Z
Bolton,4884,3974,2022-04-20T00:00:00Z
Bozrah,2726,1874,2022-04-20T00:00:00Z
Branford,27900,23544,2022-04-20T00:00:00Z
Bridgeport,144399,106322,2022-04-20T00:00:00Z
Bridgewater,1635,1408,2022-04-20T00:00:00Z
Bristol,59947,46678,2022-04-20T00:00:00Z
Brookfield,16973,14557,2022-04-20T00:00:00Z
Brooklyn,8272,5771,2022-04-20T00:00:00Z
Burlington,9704,7819,2022-04-20T00:00:00Z
Canaan,1053,1347,2022-04-20T00:00:00Z
Canterbury,5079,3565,2022-04-20T00:00:00Z
Canton,10254,8454,2022-04-20T00:00:00Z
Chaplin,2239,1589,2022-04-20T00:00:00Z
Cheshire,28937,25317,2022-04-20T00:00:00Z
Chester,4213,3425,2022-04-20T00:00:00Z
Clinton,12925,11593,2022-04-20T00:00:00Z
Colchester,15809,12904,2022-04-20T00:00:00Z
Colebrook,1400,1134,2022-04-20T00:00:00Z
Columbia,5379,4185,2022-04-20T00:00:00Z
Cornwall,1362,1283,2022-04-20T00:00:00Z
Coventry,12407,9718,2022-04-20T00:00:00Z
Cromwell,13839,12288,2022-04-20T00:00:00Z
Danbury,84694,73372,2022-04-20T00:00:00Z
Darien,21728,20974,2022-04-20T00:00:00Z
Deep River,4443,3867,2022-04-20T00:00:00Z
Derby,12339,13345,2022-04-20T00:00:00Z
Durham,7165,5909,2022-04-20T00:00:00Z
East Granby,5140,4201,2022-04-20T00:00:00Z
East Haddam,8997,7141,2022-04-20T00:00:00Z
East Hampton,12800,10156,2022-04-20T00:00:00Z
East Hartford,49872,40598,2022-04-20T00:00:00Z
East Haven,28569,20825,2022-04-20T00:00:00Z
East Lyme,18462,16574,2022-04-20T00:00:00Z
East Windsor,11668,8455,2022-04-20T00:00:00Z
Eastford,1790,1161,2022-04-20T00:00:00Z
Easton,7521,6529,2022-04-20T00:00:00Z
Ellington,16467,13155,2022-04-20T00:00:00Z
Enfield,43659,30245,2022-04-20T00:00:00Z
Essex,6668,6097,2022-04-20T00:00:00Z
Fairfield,62045,52345,2022-04-20T00:00:00Z
Farmington,25497,24014,2022-04-20T00:00:00Z
Franklin,1920,1439,2022-04-20T00:00:00Z
Glastonbury,34482,31591,2022-04-20T00:00:00Z
Goshen,2863,2291,2022-04-20T00:00:00Z
Granby,11507,9032,2022-04-20T00:00:00Z
Greenwich,62840,56521,2022-04-20T00:00:00Z
Griswold,11534,7619,2022-04-20T00:00:00Z
Groton,38436,27852,2022-04-20T00:00:00Z
Guilford,22133,20205,2022-04-20T00:00:00Z
Haddam,8193,7353,2022-04-20T00:00:00Z
Hamden,60556,46902,2022-04-20T00:00:00Z
Hampton,1842,1263,2022-04-20T00:00:00Z
Hartford,122105,82897,2022-04-20T00:00:00Z
Hartland,2120,1377,2022-04-20T00:00:00Z
Harwinton,5420,4154,2022-04-20T00:00:00Z
Hebron,9504,7629,2022-04-20T00:00:00Z
Kent,2777,2785,2022-04-20T00:00:00Z
Killingly,17336,11216,2022-04-20T00:00:00Z
Killingworth,6364,5327,2022-04-20T00:00:00Z
Lebanon,7144,5405,2022-04-20T00:00:00Z
Ledyard,14621,11703,2022-04-20T00:00:00Z
Lisbon,4220,3102,2022-04-20T00:00:00Z
Litchfield,8094,6720,2022-04-20T00:00:00Z
Lyme,2316,2251,2022-04-20T00:00:00Z
Madison,18030,16705,2022-04-20T00:00:00Z
Manchester,57584,46367,2022-04-20T00:00:00Z
Mansfield,25487,11970,2022-04-20T00:00:00Z
Marlborough,6335,5243,2022-04-20T00:00:00Z
Meriden,59395,47039,2022-04-20T00:00:00Z
Middlebury,7798,6503,2022-04-20T00:00:00Z
Middlefield,4374,3505,2022-04-20T00:00:00Z
Middletown,46258,38516,2022-04-20T00:00:00Z
Milford,54747,43867,2022-04-20T00:00:00Z
Monroe,19434,16111,2022-04-20T00:00:00Z
Montville,18508,13810,2022-04-20T00:00:00Z
Morris,2254,1714,2022-04-20T00:00:00Z
Naugatuck,31108,23001,2022-04-20T00:00:00Z
New Britain,72495,49041,2022-04-20T00:00:00Z
New Canaan,20233,20338,2022-04-20T00:00:00Z
New Fairfield,13878,11197,2022-04-20T00:00:00Z
New Hartford,6656,5239,2022-04-20T00:00:00Z
New Haven,130250,99029,2022-04-20T00:00:00Z
New London,26858,20127,2022-04-20T00:00:00Z
New Milford,26805,22689,2022-04-20T00:00:00Z
Newington,30014,25344,2022-04-20T00:00:00Z
Newtown,27891,23591,2022-04-20T00:00:00Z
Norfolk,1630,1256,2022-04-20T00:00:00Z
North Branford,14146,11924,2022-04-20T00:00:00Z
North Canaan,3251,2135,2022-04-20T00:00:00Z
North Haven,23683,21928,2022-04-20T00:00:00Z
North Stonington,5196,3605,2022-04-20T00:00:00Z
Norwalk,88816,79113,2022-04-20T00:00:00Z
Norwich,38768,28816,2022-04-20T00:00:00Z
Old Lyme,7306,6697,2022-04-20T00:00:00Z
Old Saybrook,10061,9639,2022-04-20T00:00:00Z
Orange,13926,12486,2022-04-20T00:00:00Z
Oxford,13255,10167,2022-04-20T00:00:00Z
Plainfield,15125,9705,2022-04-20T00:00:00Z
Plainville,17534,13401,2022-04-20T00:00:00Z
Plymouth,11598,7814,2022-04-20T00:00:00Z
Pomfret,4203,3305,2022-04-20T00:00:00Z
Portland,9267,7824,2022-04-20T00:00:00Z
Preston,4625,3475,2022-04-20T00:00:00Z
Prospect,9702,7437,2022-04-20T00:00:00Z
Putnam,9389,6257,2022-04-20T00:00:00Z
Redding,9116,7704,2022-04-20T00:00:00Z
Ridgefield,24959,22708,2022-04-20T00:00:00Z
Rocky Hill,20115,17587,2022-04-20T00:00:00Z
Roxbury,2152,1941,2022-04-20T00:00:00Z
Salem,4083,3380,2022-04-20T00:00:00Z
Salisbury,3600,3898,2022-04-20T00:00:00Z
Scotland,1672,1057,2022-04-20T00:00:00Z
Seymour,16437,12426,2022-04-20T00:00:00Z
Sharon,2689,2058,2022-04-20T00:00:00Z
Shelton,41129,33100,2022-04-20T00:00:00Z
Sherman,3630,2747,2022-04-20T00:00:00Z
Simsbury,25395,22685,2022-04-20T00:00:00Z
Somers,10784,7489,2022-04-20T00:00:00Z
South Windsor,26162,23750,2022-04-20T00:00:00Z
Southbury,19571,16457,2022-04-20T00:00:00Z
Southington,43834,35601,2022-04-20T00:00:00Z
Sprague,2859,1961,2022-04-20T00:00:00Z
Stafford,11893,7606,2022-04-20T00:00:00Z
Stamford,129638,121079,2022-04-20T00:00:00Z
Sterling,3782,2118,2022-04-20T00:00:00Z
Stonington,18559,15192,2022-04-20T00:00:00Z
Stratford,51849,41240,2022-04-20T00:00:00Z
Suffield,15814,11743,2022-04-20T00:00:00Z
Thomaston,7535,5621,2022-04-20T00:00:00Z
Thompson,9379,5295,2022-04-20T00:00:00Z
Tolland,14618,12119,2022-04-20T00:00:00Z
Torrington,34044,26331,2022-04-20T00:00:00Z
Trumbull,35673,32364,2022-04-20T00:00:00Z
Union,839,557,2022-04-20T00:00:00Z
Vernon,29359,23708,2022-04-20T00:00:00Z
Voluntown,2510,1762,2022-04-20T00:00:00Z
Wallingford,44326,37026,2022-04-20T00:00:00Z
Warren,1395,1087,2022-04-20T00:00:00Z
Washington,3428,3279,2022-04-20T00:00:00Z
Waterbury,107568,76484,2022-04-20T00:00:00Z
Waterford,18746,16406,2022-04-20T00:00:00Z
Watertown,21578,17055,2022-04-20T00:00:00Z
West Hartford,62965,59332,2022-04-20T00:00:00Z
West Haven,54620,42161,2022-04-20T00:00:00Z
Westbrook,6869,6044,2022-04-20T00:00:00Z
Weston,10252,9786,2022-04-20T00:00:00Z
Westport,28491,26996,2022-04-20T00:00:00Z
Wethersfield,26008,23266,2022-04-20T00:00:00Z
Willington,5864,4031,2022-04-20T00:00:00Z
Wilton,18343,17606,2022-04-20T00:00:00Z
Winchester,10604,7429,2022-04-20T00:00:00Z
Windham,24561,16997,2022-04-20T00:00:00Z
Windsor,28733,24701,2022-04-20T00:00:00Z
Windsor Locks,12854,9656,2022-04-20T00:00:00Z
Wolcott,16587,12427,2022-04-20T00:00:00Z
Woodbridge,8750,8208,2022-04-20T00:00:00Z
Woodbury,9502,7670,2022-04-20T00:00:00Z
Woodstock,7858,5812,2022-04-20T00:00:00Z
Andover,3236,2478,2022-04-27T00:00:00Z
Ansonia,18654,13284,2022-04-27T00:00:00Z
Ashford,4255,3099,2022-04-27T00:00:00Z
Avon,18276,17651,2022-04-27T00:00:00Z
Barkhamsted,3606,2825,2022-04-27T00:00:00Z
Beacon Falls,6222,4585,2022-04-27T00:00:00Z
Berlin,20436,16361,2022-04-27T00:00:00Z
Bethany,5548,4513,2022-04-27T00:00:00Z
Bethel,19800,16195,2022-04-27T00:00:00Z
Bethlehem,3402,2454,2022-04-27T00:00:00Z
Bloomfield,21211,18140,2022-04-27T00:00:00Z
Bolton,4884,3976,2022-04-27T00:00:00Z
Bozrah,2726,1885,2022-04-27T00:00:00Z
Branford,27900,23552,2022-04-27T00:00:00Z
Bridgeport,144399,106440,2022-04-27T00:00:00Z
Bridgewater,1635,1405,2022-04-27T00:00:00Z
Bristol,59947,46709,2022-04-27T00:00:00Z
Brookfield,16973,14558,2022-04-27T00:00:00Z
Brooklyn,8272,5781,2022-04-27T00:00:00Z
Burlington,9704,7827,2022-04-27T00:00:00Z
Canaan,1053,1347,2022-04-27T00:00:00Z
Canterbury,5079,3566,2022-04-27T00:00:00Z
Canton,10254,8456,2022-04-27T00:00:00Z
Chaplin,2239,1590,2022-04-27T00:00:00Z
Cheshire,28937,25340,2022-04-27T00:00:00Z
Chester,4213,3434,2022-04-27T00:00:00Z
Clinton,12925,11594,2022-04-27T00:00:00Z
Colchester,15809,12904,2022-04-27T00:00:00Z
Colebrook,1400,1134,2022-04-27T00:00:00Z
Columbia,5379,4190,2022-04-27T00:00:00Z
Cornwall,1362,1285,2022-04-27T00:00:00Z
Coventry,12407,9720,2022-04-27T00:00:00Z
Cromwell,13839,12312,2022-04-27T00:00:00Z
Danbury,84694,73453,2022-04-27T00:00:00Z
Darien,21728,20974,2022-04-27T00:00:00Z
Deep River,4443,3866,2022-04-27T00:00:00Z
Derby,12339,13328,2022-04-27T00:00:00Z
Durham,7165,5902,2022-04-27T00:00:00Z
East Granby,5140,4199,2022-04-27T00:00:00Z
East Haddam,8997,7144,2022-04-27T00:00:00Z
East Hampton,12800,10157,2022-04-27T00:00:00Z
East Hartford,49872,40640,2022-04-27T00:00:00Z
East Haven,28569,20848,2022-04-27T00:00:00Z
East Lyme,18462,16582,2022-04-27T00:00:00Z
East Windsor,11668,8467,2022-04-27T00:00:00Z
Eastford,1790,1164,2022-04-27T00:00:00Z
Easton,7521,6547,2022-04-27T00:00:00Z
Ellington,16467,13166,2022-04-27T00:00:00Z
Enfield,43659,30271,2022-04-27T00:00:00Z
Essex,6668,6099,2022-04-27T00:00:00Z
Fairfield,62045,52382,2022-04-27T00:00:00Z
Farmington,25497,24034,2022-04-27T00:00:00Z
Franklin,1920,1440,2022-04-27T00:00:00Z
Glastonbury,34482,31612,2022-04-27T00:00:00Z
Goshen,2863,2291,2022-04-27T00:00:00Z
Granby,11507,9042,2022-04-27T00:00:00Z
Greenwich,62840,56567,2022-04-27T00:00:00Z
Griswold,11534,7629,2022-04-27T00:00:00Z
Groton,38436,27894,2022-04-27T00:00:00Z
Guilford,22133,20237,2022-04-27T00:00:00Z
Haddam,8193,7353,2022-04-27T00:00:00Z
Hamden,60556,46938,2022-04-27T00:00:00Z
Hampton,1842,1266,2022-04-27T00:00:00Z
Hartford,122105,83056,2022-04-27T00:00:00Z
Hartland,2120,1377,2022-04-27T00:00:00Z
Harwinton,5420,4157,2022-04-27T00:00:00Z
Hebron,9504,7640,2022-04-27T00:00:00Z
Kent,2777,2781,2022-04-27T00:00:00Z
Killingly,17336,11229,2022-04-27T00:00:00Z
Killingworth,6364,5331,2022-04-27T00:00:00Z
Lebanon,7144,5411,2022-04-27T00:00:00Z
Ledyard,14621,11712,2022-04-27T00:00:00Z
Lisbon,4220,3105,2022-04-27T00:00:00Z
Litchfield,8094,6727,2022-04-27T00:00:00Z
Lyme,2316,2254,2022-04-27T00:00:00Z
Madison,18030,16706,2022-04-27T00:00:00Z
Manchester,57584,46419,2022-04-27T00:00:00Z
Mansfield,25487,11991,2022-04-27T00:00:00Z
Marlborough,6335,5240,2022-04-27T00:00:00Z
Meriden,59395,47062,2022-04-27T00:00:00Z
Middlebury,7798,6504,2022-04-27T00:00:00Z
Middlefield,4374,3503,2022-04-27T00:00:00Z
Middletown,46258,38516,2022-04-27T00:00:00Z
Milford,54747,43880,2022-04-27T00:00:00Z
Monroe,19434,16113,2022-04-27T00:00:00Z
Montville,18508,13828,2022-04-27T00:00:00Z
Morris,2254,1713,2022-04-27T00:00:00Z
Naugatuck,31108,23021,2022-04-27T00:00:00Z
New Britain,72495,49097,2022-04-27T00:00:00Z
New Canaan,20233,20352,2022-04-27T00:00:00Z
New Fairfield,13878,11202,2022-04-27T00:00:00Z
New Hartford,6656,5241,2022-04-27T00:00:00Z
New Haven,130250,99244,2022-04-27T00:00:00Z
New London,26858,20147,2022-04-27T00:00:00Z
New Milford,26805,22722,2022-04-27T00:00:00Z
Newington,30014,25350,2022-04-27T00:00:00Z
Newtown,27891,23596,2022-04-27T00:00:00Z
Norfolk,1630,1257,2022-04-27T00:00:00Z
North Branford,14146,11926,2022-04-27T00:00:00Z
North Canaan,3251,2134,2022-04-27T00:00:00Z
North Haven,23683,21948,2022-04-27T00:00:00Z
North Stonington,5196,3605,2022-04-27T00:00:00Z
Norwalk,88816,79151,2022-04-27T00:00:00Z
Norwich,38768,28853,2022-04-27T00:00:00Z
Old Lyme,7306,6703,2022-04-27T00:00:00Z
Old Saybrook,10061,9646,2022-04-27T00:00:00Z
Orange,13926,12499,2022-04-27T00:00:00Z
Oxford,13255,10180,2022-04-27T00:00:00Z
Plainfield,15125,9705,2022-04-27T00:00:00Z
Plainville,17534,13398,2022-04-27T00:00:00Z
Plymouth,11598,7809,2022-04-27T00:00:00Z
Pomfret,4203,3304,2022-04-27T00:00:00Z
Portland,9267,7834,2022-04-27T00:00:00Z
Preston,4625,3473,2022-04-27T00:00:00Z
Prospect,9702,7440,2022-04-27T00:00:00Z
Putnam,9389,6260,2022-04-27T00:00:00Z
Redding,9116,7728,2022-04-27T00:00:00Z
Ridgefield,24959,22748,2022-04-27T00:00:00Z
Rocky Hill,20115,17591,2022-04-27T00:00:00Z
Roxbury,2152,1942,2022-04-27T00:00:00Z
Salem,4083,3380,2022-04-27T00:00:00Z
Salisbury,3600,3907,2022-04-27T00:00:00Z
Scotland,1672,1057,2022-04-27T00:00:00Z
Seymour,16437,12464,2022-04-27T00:00:00Z
Sharon,2689,2064,2022-04-27T00:00:00Z
Shelton,41129,33143,2022-04-27T00:00:00Z
Sherman,3630,2749,2022-04-27T00:00:00Z
Simsbury,25395,22703,2022-04-27T00:00:00Z
Somers,10784,7490,2022-04-27T00:00:00Z
South Windsor,26162,23765,2022-04-27T00:00:00Z
Southbury,19571,16469,2022-04-27T00:00:00Z
Southington,43834,35642,2022-04-27T00:00:00Z
Sprague,2859,1960,2022-04-27T00:00:00Z
Stafford,11893,7612,2022-04-27T00:00:00Z
Stamford,129638,121232,2022-04-27T00:00:00Z
Sterling,3782,2123,2022-04-27T00:00:00Z
Stonington,18559,15205,2022-04-27T00:00:00Z
Stratford,51849,41282,2022-04-27T00:00:00Z
Suffield,15814,11749,2022-04-27T00:00:00Z
Thomaston,7535,5633,2022-04-27T00:00:00Z
Thompson,9379,5300,2022-04-27T00:00:00Z
Tolland,14618,12118,2022-04-27T00:00:00Z
Torrington,34044,26347,2022-04-27T00:00:00Z
Trumbull,35673,32392,2022-04-27T00:00:00Z
Union,839,557,2022-04-27T00:00:00Z
Vernon,29359,23744,2022-04-27T00:00:00Z
Voluntown,2510,1760,2022-04-27T00:00:00Z
Wallingford,44326,37071,2022-04-27T00:00:00Z
Warren,1395,1087,2022-04-27T00:00:00Z
Washington,3428,3286,2022-04-27T00:00:00Z
Waterbury,107568,76547,2022-04-27T00:00:00Z
Waterford,18746,16416,2022-04-27T00:00:00Z
Watertown,21578,17060,2022-04-27T00:00:00Z
West Hartford,62965,59367,2022-04-27T00:00:00Z
West Haven,54620,42196,2022-04-27T00:00:00Z
Westbrook,6869,6053,2022-04-27T00:00:00Z
Weston,10252,9785,2022-04-27T00:00:00Z
Westport,28491,27035,2022-04-27T00:00:00Z
Wethersfield,26008,23275,2022-04-27T00:00:00Z
Willington,5864,4032,2022-04-27T00:00:00Z
Wilton,18343,17621,2022-04-27T00:00:00Z
Winchester,10604,7446,2022-04-27T00:00:00Z
Windham,24561,17017,2022-04-27T00:00:00Z
Windsor,28733,24718,2022-04-27T00:00:00Z
Windsor Locks,12854,9667,2022-04-27T00:00:00Z
Wolcott,16587,12439,2022-04-27T00:00:00Z
Woodbridge,8750,8219,2022-04-27T00:00:00Z
Woodbury,9502,7677,2022-04-27T00:00:00Z
Woodstock,7858,5817,2022-04-27T00:00:00Z
Andover,3236,2475,2022-05-04T00:00:00Z
Ansonia,18654,13297,2022-05-04T00:00:00Z
Ashford,4255,3099,2022-05-04T00:00:00Z
Avon,18276,17655,2022-05-04T00:00:00Z
Barkhamsted,3606,2832,2022-05-04T00:00:00Z
Beacon Falls,6222,4584,2022-05-04T00:00:00Z
Berlin,20436,16372,2022-05-04T00:00:00Z
Bethany,5548,4516,2022-05-04T00:00:00Z
Bethel,19800,16218,2022-05-04T00:00:00Z
Bethlehem,3402,2451,2022-05-04T00:00:00Z
Bloomfield,21211,18149,2022-05-04T00:00:00Z
Bolton,4884,3971,2022-05-04T00:00:00Z
Bozrah,2726,1886,2022-05-04T00:00:00Z
Branford,27900,23562,2022-05-04T00:00:00Z
Bridgeport,144399,106331,2022-05-04T00:00:00Z
Bridgewater,1635,1406,2022-05-04T00:00:00Z
Bristol,59947,46740,2022-05-04T00:00:00Z
Brookfield,16973,14572,2022-05-04T00:00:00Z
Brooklyn,8272,5789,2022-05-04T00:00:00Z
Burlington,9704,7824,2022-05-04T00:00:00Z
Canaan,1053,1345,2022-05-04T00:00:00Z
Canterbury,5079,3572,2022-05-04T00:00:00Z
Canton,10254,8461,2022-05-04T00:00:00Z
Chaplin,2239,1596,2022-05-04T00:00:00Z
Cheshire,28937,25343,2022-05-04T00:00:00Z
Chester,4213,3439,2022-05-04T00:00:00Z
Clinton,12925,11589,2022-05-04T00:00:00Z
Colchester,15809,12902,2022-05-04T00:00:00Z
Colebrook,1400,1136,2022-05-04T00:00:00Z
Columbia,5379,4190,2022-05-04T00:00:00Z
Cornwall,1362,1285,2022-05-04T00:00:00Z
Coventry,12407,9723,2022-05-04T00:00:00Z
Cromwell,13839,12315,2022-05-04T00:00:00Z
Danbury,84694,73352,2022-05-04T00:00:00Z
Darien,21728,20981,2022-05-04T00:00:00Z
Deep River,4443,3871,2022-05-04T00:00:00Z
Derby,12339,13310,2022-05-04T00:00:00Z
Durham,7165,5901,2022-05-04T00:00:00Z
East Granby,5140,4208,2022-05-04T00:00:00Z
East Haddam,8997,7143,2022-05-04T00:00:00Z
East Hampton,12800,10162,2022-05-04T00:00:00Z
East Hartford,49872,40654,2022-05-04T00:00:00Z
East Haven,28569,20832,2022-05-04T00:00:00Z
East Lyme,18462,16594,2022-05-04T00:00:00Z
East Windsor,11668,8481,2022-05-04T00:00:00Z
Eastford,1790,1162,2022-05-04T00:00:00Z
Easton,7521,6549,2022-05-04T00:00:00Z
Ellington,16467,13175,2022-05-04T00:00:00Z
Enfield,43659,30286,2022-05-04T00:00:00Z
Essex,6668,6108,2022-05-04T00:00:00Z
Fairfield,62045,52398,2022-05-04T00:00:00Z
Farmington,25497,24071,2022-05-04T00:00:00Z
Franklin,1920,1440,2022-05-04T00:00:00Z
Glastonbury,34482,31620,2022-05-04T00:00:00Z
Goshen,2863,2292,2022-05-04T00:00:00Z
Granby,11507,9040,2022-05-04T00:00:00Z
Greenwich,62840,56598,2022-05-04T00:00:00Z
Griswold,11534,7636,2022-05-04T00:00:00Z
Groton,38436,27921,2022-05-04T00:00:00Z
Guilford,22133,20236,2022-05-04T00:00:00Z
Haddam,8193,7370,2022-05-04T00:00:00Z
Hamden,60556,46962,2022-05-04T00:00:00Z
Hampton,1842,1264,2022-05-04T00:00:00Z
Hartford,122105,83053,2022-05-04T00:00:00Z
Hartland,2120,1374,2022-05-04T00:00:00Z
Harwinton,5420,4159,2022-05-04T00:00:00Z
Hebron,9504,7639,2022-05-04T00:00:00Z
Kent,2777,2775,2022-05-04T00:00:00Z
Killingly,17336,11236,2022-05-04T00:00:00Z
Killingworth,6364,5343,2022-05-04T00:00:00Z
Lebanon,7144,5419,2022-05-04T00:00:00Z
Ledyard,14621,11728,2022-05-04T00:00:00Z
Lisbon,4220,3103,2022-05-04T00:00:00Z
Litchfield,8094,6723,2022-05-04T00:00:00Z
Lyme,2316,2261,2022-05-04T00:00:00Z
Madison,18030,16727,2022-05-04T00:00:00Z
Manchester,57584,46443,2022-05-04T00:00:00Z
Mansfield,25487,12011,2022-05-04T00:00:00Z
Marlborough,6335,5241,2022-05-04T00:00:00Z
Meriden,59395,47041,2022-05-04T00:00:00Z
Middlebury,7798,6507,2022-05-04T00:00:00Z
Middlefield,4374,3504,2022-05-04T00:00:00Z
Middletown,46258,38530,2022-05-04T00:00:00Z
Milford,54747,43899,2022-05-04T00:00:00Z
Monroe,19434,16120,2022-05-04T00:00:00Z
Montville,18508,13833,2022-05-04T00:00:00Z
Morris,2254,1714,2022-05-04T00:00:00Z
Naugatuck,31108,23027,2022-05-04T00:00:00Z
New Britain,72495,49135,2022-05-04T00:00:00Z
New Canaan,20233,20362,2022-05-04T00:00:00Z
New Fairfield,13878,11205,2022-05-04T00:00:00Z
New Hartford,6656,5243,2022-05-04T00:00:00Z
New Haven,130250,99322,2022-05-04T00:00:00Z
New London,26858,20173,2022-05-04T00:00:00Z
New Milford,26805,22720,2022-05-04T00:00:00Z
Newington,30014,25371,2022-05-04T00:00:00Z
Newtown,27891,23629,2022-05-04T00:00:00Z
Norfolk,1630,1256,2022-05-04T00:00:00Z
North Branford,14146,11942,2022-05-04T00:00:00Z
North Canaan,3251,2135,2022-05-04T00:00:00Z
North Haven,23683,21957,2022-05-04T00:00:00Z
North Stonington,5196,3602,2022-05-04T00:00:00Z
Norwalk,88816,79093,2022-05-04T00:00:00Z
Norwich,38768,28855,2022-05-04T00:00:00Z
Old Lyme,7306,6706,2022-05-04T00:00:00Z
Old Saybrook,10061,9648,2022-05-04T00:00:00Z
Orange,13926,12489,2022-05-04T00:00:00Z
Oxford,13255,10192,2022-05-04T00:00:00Z
Plainfield,15125,9699,2022-05-04T00:00:00Z
Plainville,17534,13392,2022-05-04T00:00:00Z
Plymouth,11598,7816,2022-05-04T00:00:00Z
Pomfret,4203,3307,2022-05-04T00:00:00Z
Portland,9267,7828,2022-05-04T00:00:00Z
Preston,4625,3476,2022-05-04T00:00:00Z
Prospect,9702,7445,2022-05-04T00:00:00Z
Putnam,9389,6266,2022-05-04T00:00:00Z
Redding,9116,7730,2022-05-04T00:00:00Z
Ridgefield,24959,22773,2022-05-04T00:00:00Z
Rocky Hill,20115,17618,2022-05-04T00:00:00Z
Roxbury,2152,1946,2022-05-04T00:00:00Z
Salem,4083,3379,2022-05-04T00:00:00Z
Salisbury,3600,3903,2022-05-04T00:00:00Z
Scotland,1672,1056,2022-05-04T00:00:00Z
Seymour,16437,12476,2022-05-04T00:00:00Z
Sharon,2689,2063,2022-05-04T00:00:00Z
Shelton,41129,33166,2022-05-04T00:00:00Z
Sherman,3630,2747,2022-05-04T00:00:00Z
Simsbury,25395,22723,2022-05-04T00:00:00Z
Somers,10784,7482,2022-05-04T00:00:00Z
South Windsor,26162,23805,2022-05-04T00:00:00Z
Southbury,19571,16465,2022-05-04T00:00:00Z
Southington,43834,35670,2022-05-04T00:00:00Z
Sprague,2859,1963,2022-05-04T00:00:00Z
Stafford,11893,7609,2022-05-04T00:00:00Z
Stamford,129638,121068,2022-05-04T00:00:00Z
Sterling,3782,2125,2022-05-04T00:00:00Z
Stonington,18559,15230,2022-05-04T00:00:00Z
Stratford,51849,41308,2022-05-04T00:00:00Z
Suffield,15814,11757,2022-05-04T00:00:00Z
Thomaston,7535,5636,2022-05-04T00:00:00Z
Thompson,9379,5302,2022-05-04T00:00:00Z
Tolland,14618,12135,2022-05-04T00:00:00Z
Torrington,34044,26354,2022-05-04T00:00:00Z
Trumbull,35673,32417,2022-05-04T00:00:00Z
Union,839,557,2022-05-04T00:00:00Z
Vernon,29359,23768,2022-05-04T00:00:00Z
Voluntown,2510,1764,2022-05-04T00:00:00Z
Wallingford,44326,37083,2022-05-04T00:00:00Z
Warren,1395,1083,2022-05-04T00:00:00Z
Washington,3428,3287,2022-05-04T00:00:00Z
Waterbury,107568,76547,2022-05-04T00:00:00Z
Waterford,18746,16433,2022-05-04T00:00:00Z
Watertown,21578,17055,2022-05-04T00:00:00Z
West Hartford,62965,59403,2022-05-04T00:00:00Z
West Haven,54620,42227,2022-05-04T00:00:00Z
Westbrook,6869,6057,2022-05-04T00:00:00Z
Weston,10252,9786,2022-05-04T00:00:00Z
Westport,28491,27050,2022-05-04T00:00:00Z
Wethersfield,26008,23261,2022-05-04T00:00:00Z
Willington,5864,4034,2022-05-04T00:00:00Z
Wilton,18343,17622,2022-05-04T00:00:00Z
Winchester,10604,7449,2022-05-04T00:00:00Z
Windham,24561,17021,2022-05-04T00:00:00Z
Windsor,28733,24720,2022-05-04T00:00:00Z
Windsor Locks,12854,9676,2022-05-04T00:00:00Z
Wolcott,16587,12442,2022-05-04T00:00:00Z
Woodbridge,8750,8231,2022-05-04T00:00:00Z
Woodbury,9502,7682,2022-05-04T00:00:00Z
Woodstock,7858,5823,2022-05-04T00:00:00Z
Andover,3236,2479,2022-05-11T00:00:00Z
Ansonia,18654,13288,2022-05-11T00:00:00Z
Ashford,4255,3102,2022-05-11T00:00:00Z
Avon,18276,17667,2022-05-11T00:00:00Z
